,ObservationID,ObservationTime,ObservationTimeApproximate,Troop,Observer,ObservationType,UTMNorthing,UTMEasting,LocationApproximate,LocationDescription,Notes,ST,STUncertain,SM,SMUncertain,SF,SFUncertain,SU,SUUncertain,SA,SAUncertain,SAM,SAMUncertain,SAF,SAFUncertain,SAFP,SAFPUncertain,SAFL,SAFLUncertain,SAFEN,SAFENUncertain,SAU,SAUUncertain,SS,SSUncertain,SSM,SSMUncertain,SSF,SSFUncertain,SSU,SSUUncertain,SJ,SJUncertain,SJM,SJMUncertain,SJF,SJFUncertain,SJU,SJUUncertain,IT,ITUncertain,IM,IMUncertain,IF,IFUncertain,IU,IUUncertain,IA,IAUncertain,IAM,IAMUncertain,IAF,IAFUncertain,IAFP,IAFPUncertain,IAFL,IAFLUncertain,IAFEN,IAFENUncertain,IAU,IAUUncertain,IS,ISUncertain,ISM,ISMUncertain,ISF,ISFUncertain,ISU,ISUUncertain,IJ,IJUncertain,IJM,IJMUncertain,IJF,IJFUncertain,IJU,IJUUncertain,T,A,S,J,TimeSinceLast,TDiff,ObsYear,ObsMonth
9462,csl1004231448,2010-04-23 14:48:00,0.0,CSL,Mpho Ramotadima,Foraging,8030154.0,303631.0,0.0,chobe safari lodge builders camp,playing and mating on rubble,27.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,,,,,,,13.0,0.0,5.0,0.0,,,,,5.0,0.0,7.0,0.0,,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,15.0,5.0,7.0,0 days 00:00:00.000000000,17.0,2010.0,4.0
9464,csl1004250843,2010-04-25 08:43:00,0.0,CSL,Tshimologo Njonjo,Moving,8030139.0,303818.0,0.0,Hill west of Biodiversity Center,,7.0,0.0,,,,,,,6.0,0.0,,,,,,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,1.0,,2 days 00:00:00.000000000,-20.0,2010.0,4.0
9465,csl1004260946,2010-04-26 09:46:00,0.0,CSL,Mpho Ramotadima,Foraging,8029728.0,303470.0,0.0,old research camp,,5.0,0.0,,,,,5.0,0.0,5.0,0.0,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,1 days 00:00:00.000000000,-2.0,2010.0,4.0
9466,kub1004261104,2010-04-26 11:04:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031513.0,312411.0,0.0,Bush south of campsite,,14.0,0.0,,,,,,,10.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,4.0,,3 days 00:00:00.000000000,-4.0,2010.0,4.0
9468,cgl1004261531,2010-04-26 15:31:00,0.0,CGL,Mpho Ramotadima,Foraging,8026348.0,296040.0,0.0,lodge lawn,playing and chasing each other on the lawns.,42.0,0.0,2.0,0.0,5.0,0.0,35.0,0.0,27.0,0.0,2.0,0.0,5.0,0.0,,,,,,,20.0,0.0,15.0,0.0,,,,,15.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,27.0,15.0,,3 days 00:00:00.000000000,-10.0,2010.0,4.0
9469,hip1004261610,2010-04-26 16:10:00,0.0,HIP,Mpho Ramotadima,Foraging,8026976.0,299282.0,0.0,upper river road opposite hippo pool,,12.0,0.0,2.0,0.0,0.0,,10.0,0.0,6.0,0.0,2.0,0.0,,,1.0,0.0,,,,,4.0,0.0,6.0,0.0,,,,,6.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,6.0,,6 days 00:00:00.000000000,-4.0,2010.0,4.0
9470,cch1004261647,2010-04-26 16:47:00,0.0,CCH,Mpho Ramotadima,Foraging,8027906.0,302631.0,0.0,chobe chilwero,,34.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,,,,,,,5.0,0.0,19.0,0.0,,,,,19.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,15.0,19.0,,4 days 00:00:00.000000000,7.0,2010.0,4.0
9474,csl1004270716,2010-04-27 07:16:00,0.0,CSL,Tshimologo Njonjo,Foraging,8030260.0,303534.0,0.0,West side of CSL resteraunt,,35.0,0.0,,,,,,,28.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,28.0,4.0,3.0,1 days 00:00:00.000000000,30.0,2010.0,4.0
9475,cgl1004271000,2010-04-27 10:00:00,0.0,CGL,Mpho Ramotadima,Moving,8026010.0,296174.0,0.0,crossing from south upper road towards lodge,running to the lodge but not running as if being chased - just in a hurry.,48.0,0.0,1.0,0.0,0.0,,47.0,0.0,32.0,0.0,1.0,0.0,,,1.0,0.0,,,,,30.0,0.0,17.0,0.0,,,,,17.0,0.0,-1.0,,,,,,0.0,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,33.0,17.0,-1.0,1 days 00:00:00.000000000,7.0,2010.0,4.0
9476,kub1004271053,2010-04-27 10:53:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031430.0,312119.0,0.0,Lawn by reception building,,22.0,0.0,,,,,,,16.0,0.0,,,,,,,,,,,,,6.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,16.0,6.0,,1 days 00:00:00.000000000,8.0,2010.0,4.0
9477,sef1004271130,2010-04-27 11:30:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032955.0,304866.0,0.0,Mowana nursery,,6.0,0.0,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,4 days 00:00:00.000000000,-1.0,2010.0,4.0
9478,csl1004271455,2010-04-27 14:55:00,0.0,CSL,Mpho Ramotadima,Resting,8030227.0,303559.0,0.0,chobe safari lodge laundry site,sleeping under a bouganvillia,33.0,0.0,4.0,0.0,3.0,0.0,26.0,0.0,21.0,0.0,2.0,0.0,3.0,0.0,,,1.0,0.0,,,16.0,0.0,7.0,0.0,2.0,0.0,,,5.0,0.0,5.0,0.0,0.0,,,,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,34.0,21.0,8.0,5.0,0 days 00:00:00.000000000,-1.0,2010.0,4.0
9479,sef1004271604,2010-04-27 16:04:00,0.0,SEF,Mpho Ramotadima,Foraging,8032911.0,304929.0,0.0,,,6.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,1.0,0 days 00:00:00.000000000,0.0,2010.0,4.0
9483,csl1004280731,2010-04-28 07:31:00,0.0,CSL,Mpho Ramotadima,Moving,8030162.0,303582.0,0.0,moving to building quarters,,45.0,0.0,1.0,0.0,0.0,,44.0,0.0,13.0,0.0,,,,,,,1.0,0.0,,,13.0,0.0,26.0,0.0,1.0,0.0,,,25.0,0.0,6.0,0.0,,,,,6.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,46.0,13.0,27.0,6.0,1 days 00:00:00.000000000,12.0,2010.0,4.0
9484,sef1004280800,2010-04-28 08:00:00,0.0,SEF,Mpho Ramotadima,Moving,8032954.0,304886.0,0.0,mowana rubbish site,moving behind the dump site  not with the juvenile.,6.0,0.0,0.0,,1.0,0.0,5.0,0.0,3.0,0.0,,,1.0,0.0,1.0,0.0,,,,,2.0,0.0,3.0,0.0,,,,,3.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,3.0,,1 days 00:00:00.000000000,0.0,2010.0,4.0
9485,csl1004280835,2010-04-28 08:35:00,0.0,CSL,Tshimologo Njonjo,Foraging,8030099.0,303681.0,0.0,National Park bush south of CSL,,39.0,0.0,,,,,,,28.0,0.0,,,,,,,,,,,,,10.0,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,28.0,10.0,1.0,0 days 00:00:00.000000000,-7.0,2010.0,4.0
9486,kub1004280849,2010-04-28 08:49:00,0.0,KUB,Mpho Ramotadima,Foraging,8031324.0,312098.0,0.0,kubu lodge horse boma,,23.0,0.0,2.0,0.0,1.0,0.0,20.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,,,,,,,7.0,0.0,13.0,0.0,,,,,13.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,10.0,13.0,,1 days 00:00:00.000000000,1.0,2010.0,4.0
9487,kub1004281032,2010-04-28 10:32:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031303.0,312057.0,0.0,South bush in Kubu Lodge,,25.0,0.0,,,,,,,22.0,0.0,,,,,,,,,,,,,3.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,22.0,3.0,,0 days 00:00:00.000000000,2.0,2010.0,4.0
9488,sef1004281140,2010-04-28 11:40:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032937.0,304889.0,0.0,Mowana trash site,,8.0,0.0,,,,,,,5.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,3.0,0 days 00:00:00.000000000,2.0,2010.0,4.0
9490,cgl1004281704,2010-04-28 17:04:00,0.0,CGL,Mpho Ramotadima,Foraging,8026207.0,296126.0,0.0,in lodge moving to kitchen (dumpsite & kitchen),,36.0,0.0,4.0,0.0,15.0,0.0,18.0,0.0,23.0,0.0,4.0,0.0,14.0,0.0,1.0,0.0,,,,,5.0,0.0,13.0,0.0,,,,,13.0,0.0,0.0,,,,,,0.0,,1.0,0.0,,,1.0,0.0,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,37.0,24.0,13.0,,1 days 00:00:00.000000000,-12.0,2010.0,4.0
9494,csl1004290835,2010-04-29 08:35:00,0.0,CSL,Tshimologo Njonjo,Foraging,8030107.0,303723.0,0.0,National Park bush south of CSL,,31.0,0.0,,,,,,,20.0,0.0,,,,,,,,,,,,,7.0,0.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,7.0,4.0,1 days 00:00:00.000000000,-8.0,2010.0,4.0
9495,kub1004291005,2010-04-29 10:05:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031442.0,311842.0,0.0,South bush in Kubu Lodge,,16.0,0.0,,,,,,,11.0,0.0,,,,,,,,,,,,,5.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,5.0,,1 days 00:00:00.000000000,-9.0,2010.0,4.0
9496,cgl1004291047,2010-04-29 10:47:00,0.0,CGL,Mpho Ramotadima,Forage/Rest,8026396.0,295959.0,0.0,west of MD's office,,17.0,0.0,5.0,0.0,2.0,0.0,10.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,,,,,,,4.0,0.0,7.0,0.0,,,1.0,0.0,6.0,0.0,-1.0,,,,-1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11.0,7.0,-1.0,1 days 00:00:00.000000000,-20.0,2010.0,4.0
9498,sef1004291224,2010-04-29 12:24:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032448.0,306060.0,0.0,Hill behind Kasane Edu. Center,,4.0,0.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,1 days 00:00:00.000000000,-4.0,2010.0,4.0
9499,csl1004291421,2010-04-29 14:21:00,0.0,CSL,Mpho Ramotadima,Foraging,8029799.0,303363.0,0.0,opposite old research office along the river bank,,42.0,0.0,7.0,0.0,0.0,,35.0,0.0,16.0,0.0,7.0,0.0,,,,,,,,,9.0,0.0,20.0,0.0,,,,,19.0,0.0,7.0,0.0,,,,,7.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,43.0,16.0,21.0,7.0,0 days 00:00:00.000000000,12.0,2010.0,4.0
9500,kub1004291628,2010-04-29 16:28:00,0.0,KUB,Mpho Ramotadima,Foraging,8031456.0,312144.0,0.0,kubu lodge,,20.0,0.0,1.0,0.0,0.0,,19.0,0.0,11.0,0.0,1.0,0.0,,,,,,,,,10.0,0.0,9.0,0.0,,,,,9.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11.0,9.0,,0 days 00:00:00.000000000,4.0,2010.0,4.0
9504,csl1004300926,2010-04-30 09:26:00,0.0,CSL,Tshimologo Njonjo,Forage/Rest,8030222.0,303601.0,0.0,South of CSL housekeeping at road,,28.0,0.0,,,,,,,21.0,0.0,,,,,,,,,,,,,3.0,0.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,21.0,3.0,4.0,1 days 00:00:00.000000000,-15.0,2010.0,4.0
9506,sef1004301005,2010-04-30 10:05:00,0.0,SEF,Mpho Ramotadima,Foraging,8032247.0,305709.0,0.0,south east of CJSS,they could smell my presence.,6.0,0.0,,,,,6.0,0.0,3.0,0.0,,,,,,,,,,,3.0,0.0,0.0,,,,,,0.0,,3.0,0.0,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,,3.0,1 days 00:00:00.000000000,2.0,2010.0,4.0
9507,kub1004301120,2010-04-30 11:20:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031635.0,312232.0,0.0,Riverfront at Kubu by campsite,,19.0,0.0,,,,,,,17.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,17.0,2.0,,1 days 00:00:00.000000000,-1.0,2010.0,4.0
9508,cgl1004301600,2010-04-30 16:00:00,0.0,CGL,Mpho Ramotadima,Forage/Rest,8025987.0,296457.0,0.0,southeast of cgl,,43.0,0.0,,,,,31.0,0.0,,,,,,,2.0,0.0,,,,,,,12.0,0.0,,,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,12.0,,1 days 00:00:00.000000000,26.0,2010.0,4.0
9510,cch1004301656,2010-04-30 16:56:00,0.0,CCH,Mpho Ramotadima,Moving,8027888.0,302736.0,0.0,chobe chilwero,,30.0,0.0,2.0,0.0,2.0,0.0,26.0,0.0,18.0,0.0,2.0,0.0,2.0,0.0,,,,,,,14.0,0.0,12.0,0.0,,,,,12.0,0.0,0.0,,,,,,0.0,,1.0,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,18.0,12.0,,4 days 00:00:00.000000000,-3.0,2010.0,4.0
9514,csl1005021423,2010-05-02 14:23:00,0.0,CSL,Trainee CSL youth,Foraging,8029987.0,303466.0,0.0,,,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,2 days 00:00:00.000000000,6.0,2010.0,5.0
9515,csl1005021428,2010-05-02 14:28:00,0.0,CSL,Trainee CSL youth,Moving,8029938.0,303443.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,-30.0,2010.0,5.0
9519,csl1005031551,2010-05-03 15:51:00,0.0,CSL,Trainee CSL youth,Foraging,8030009.0,303422.0,0.0,,,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,1 days 00:00:00.000000000,18.0,2010.0,5.0
9520,csl1005031735,2010-05-03 17:35:00,0.0,CSL,Bron Williams,Foraging,8031683.0,304417.0,0.0,Bron's garden,,11.0,,,,,,,,8.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,8.0,,3.0,0 days 00:00:00.000000000,-11.0,2010.0,5.0
9524,csl1005041423,2010-05-04 14:23:00,0.0,CSL,Trainee CSL youth,Foraging,8030252.0,303556.0,0.0,,,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,1 days 00:00:00.000000000,9.0,2010.0,5.0
9525,csl1005041506,2010-05-04 15:06:00,0.0,CSL,Trainee CSL youth,Foraging,8030169.0,303567.0,0.0,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,0 days 00:00:00.000000000,-5.0,2010.0,5.0
9529,kub1005051001,2010-05-05 10:01:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031250.0,311941.0,0.0,south bush of kubu,,38.0,0.0,,,,,,,30.0,0.0,,,,,,,,,,,,,8.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,30.0,8.0,,5 days 00:00:00.000000000,19.0,2010.0,5.0
9530,csl1005051225,2010-05-05 12:25:00,0.0,CSL,Tshimologo Njonjo,Resting,8033040.0,304944.0,0.0,african village,,39.0,0.0,,,,,,,29.0,0.0,,,,,,,,,,,,,6.0,0.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,29.0,6.0,4.0,1 days 00:00:00.000000000,24.0,2010.0,5.0
9535,sef1005061125,2010-05-06 11:25:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032957.0,304917.0,0.0,near gogo's nursery,,8.0,0.0,,,,,,,5.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,2.0,1.0,6 days 00:00:00.000000000,2.0,2010.0,5.0
9536,csl1005061234,2010-05-06 12:34:00,0.0,CSL,Tshimologo Njonjo,Resting,8031797.0,304417.0,0.0,behind kalahari to the river bank,,38.0,0.0,,,,,,,29.0,0.0,,,,,,,,,,,,,7.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,29.0,7.0,2.0,1 days 00:00:00.000000000,-1.0,2010.0,5.0
9538,csl1005081033,2010-05-08 10:33:00,0.0,CSL,Trainee CSL youth,Foraging,8030017.0,303485.0,0.0,,,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,2 days 00:00:00.000000000,15.0,2010.0,5.0
9539,csl1005081136,2010-05-08 11:36:00,0.0,CSL,Trainee CSL youth,Moving,8030147.0,303559.0,0.0,,,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,0 days 00:00:00.000000000,-33.0,2010.0,5.0
9540,csl1005081142,2010-05-08 11:42:00,0.0,CSL,Trainee CSL youth,Moving,8030121.0,303544.0,0.0,,,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,0 days 00:00:00.000000000,10.0,2010.0,5.0
9541,csl1005081157,2010-05-08 11:57:00,0.0,CSL,Trainee CSL youth,Forage/Rest,8030201.0,303589.0,0.0,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,0 days 00:00:00.000000000,-15.0,2010.0,5.0
9542,csl1005081205,2010-05-08 12:05:00,0.0,CSL,Trainee CSL youth,Forage/Rest,8030270.0,303544.0,0.0,,,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,0 days 00:00:00.000000000,10.0,2010.0,5.0
9543,csl1005081515,2010-05-08 15:15:00,0.0,CSL,Trainee CSL youth,Moving,8030214.0,303607.0,0.0,,,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,0 days 00:00:00.000000000,4.0,2010.0,5.0
9544,csl1005081618,2010-05-08 16:18:00,0.0,CSL,Trainee CSL youth,Foraging,8030345.0,303547.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,0 days 00:00:00.000000000,-17.0,2010.0,5.0
9548,csl1005100850,2010-05-10 08:50:00,0.0,CSL,Tshimologo Njonjo,Foraging,8030145.0,303667.0,0.0,north of construction site,,29.0,0.0,,,,,,,25.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,25.0,4.0,,2 days 00:00:00.000000000,17.0,2010.0,5.0
9549,kub1005101103,2010-05-10 11:03:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031629.0,312209.0,0.0,west of kubu lodge to the river,,18.0,0.0,,,,,,,13.0,0.0,,,,,,,,,,,,,5.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,13.0,5.0,,5 days 00:00:00.000000000,-20.0,2010.0,5.0
9550,sef1005101232,2010-05-10 12:32:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032189.0,305656.0,0.0,,,2.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,4 days 00:00:00.000000000,-6.0,2010.0,5.0
9551,csl1005101625,2010-05-10 16:25:00,0.0,CSL,Trainee CSL youth,Foraging,8030268.0,303534.0,0.0,,,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,0 days 00:00:00.000000000,15.0,2010.0,5.0
9552,csl1005101640,2010-05-10 16:40:00,0.0,CSL,Trainee CSL youth,Active,8029986.0,303487.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-42.0,2010.0,5.0
9556,kub1005110947,2010-05-11 09:47:00,0.0,KUB,Tshimologo Njonjo,Foraging,8031639.0,312211.0,0.0,west bush of campsite,,21.0,0.0,,,,,,,17.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,17.0,4.0,,1 days 00:00:00.000000000,3.0,2010.0,5.0
9557,kub1005110958,2010-05-11 09:58:00,0.0,KUB,Mpho Ramotadima,Foraging,8031632.0,312378.0,0.0,kubu camp site,,19.0,0.0,6.0,0.0,3.0,0.0,10.0,0.0,12.0,0.0,6.0,0.0,3.0,0.0,,,,,,,3.0,0.0,7.0,0.0,,,,,7.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,12.0,7.0,,0 days 00:00:00.000000000,-2.0,2010.0,5.0
9558,sef1005111108,2010-05-11 11:08:00,0.0,SEF,Tshimologo Njonjo,Foraging,8032228.0,305816.0,0.0,east of CJSS in bush,,1.0,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1 days 00:00:00.000000000,-1.0,2010.0,5.0
9559,sej1005111544,2010-05-11 15:44:00,0.0,SEJ,Mpho Ramotadima,Forage/Rest,8026916.0,300706.0,0.0,sedudu valley,,16.0,0.0,3.0,0.0,0.0,,13.0,0.0,3.0,0.0,3.0,0.0,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,,,25 days 00:00:00.000000000,0.0,2010.0,5.0
9560,cgl1005111617,2010-05-11 16:17:00,0.0,CGL,Mpho Ramotadima,Forage/Rest,8026407.0,296163.0,0.0,lodge,16 sleeping  rest foraging.,41.0,0.0,5.0,0.0,3.0,0.0,33.0,0.0,30.0,0.0,4.0,0.0,3.0,0.0,,,,,,,23.0,0.0,11.0,0.0,1.0,0.0,,,10.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,30.0,11.0,,11 days 00:00:00.000000000,-2.0,2010.0,5.0
9565,sef1005121026,2010-05-12 10:26:00,0.0,SEF,Tshimologo Njonjo,Forage/Rest,8032786.0,306316.0,0.0,hillside south of sefalana,,4.0,0.0,,,,,,,3.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,1.0,1 days 00:00:00.000000000,3.0,2010.0,5.0
9567,cgl1005121124,2010-05-12 11:24:00,0.0,CGL,Mpho Ramotadima,Moving,8026261.0,296036.0,0.0,running to the lawn,,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,1 days 00:00:00.000000000,-7.0,2010.0,5.0
